age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs,gradyear_2007,gradyear_2008,gradyear_2009,cluster,PCA1,PCA2
-1.8927767757699318e-05,0.8585603571793889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,True,False,False,0,-0.6071072345724151,0.6070804666665655
-1.8927767757699318e-05,0.5207691426260541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,False,True,False,1,-0.36825277613651564,0.3682260082306587
-1.8927767757699318e-05,1.7311876614421704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,0,-1.224147918865155,1.2241211509593244
0.06365133675643778,3.70163641300329,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,False,False,False,0,-2.5724439172695672,2.6624605009737796
-0.03664124898701373,-0.8303957155872849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,1,0.5612691659301532,-0.6130877171898956
0.00463900907712261,1.11190376809439,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,0,-0.7829544196699859,0.7895149692228489
0.02591749261533699,-0.26741035799839363,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,False,False,False,1,0.2074141122798409,-0.17076124272053259
-0.2809182400057173,-0.07036548284228167,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,1,-0.14888328238779355,-0.24839510254627348
-0.05295475303297853,0.7178140177821661,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,True,False,False,0,-0.5450158245702015,0.4701264946388611
-0.3419165594819324,-0.46445523315450554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,1,0.08664792711147315,-0.5701909627307791
0.1832364142412037,-0.07036548284228167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,False,False,False,1,0.1793236211495067,0.07981180099101665
-0.2416239737384809,-0.23926109011894905,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,1,-0.0016708110305308156,-0.34003708962491463
-0.14927535518262966,-0.46445523315450554,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,1,0.2228658290074553,-0.4339730608348012
0.14209801273398848,-0.8585449834667295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,False,False,False,1,0.7075614481603445,-0.5066045113656921
-1.8927767757699318e-05,-0.8303957155872849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,1,0.5871650576070815,-0.5871918255129681
-0.006709515476592096,1.4778442505271694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,0,-1.0497380349772707,1.0402493471933543
-0.4261793542932621,-0.633350840431173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,1,0.14649236271660007,-0.7492009855615535
-1.8927767757699318e-05,1.8719340008393932,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,0,-1.323670609880113,1.3236438419742855
0.08379496783928084,3.0260539838966203,2,0,0,2,0,0,0,2,0,1,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,False,False,False,0,-2.0804913022613696,2.1989952822383643
-1.8927767757699318e-05,-0.8022464477078404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,1,0.56726051940409,-0.5672872873099759
-0.11154151104152887,0.29557499959049766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1,-0.2878748454009091,0.13013132771839714
0.21274257808086106,-0.633350840431173,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,1,0.5982783937471622,-0.2974149545310052
-0.3457466865188109,-0.40815669739561644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,1,0.04413054190490716,-0.5330901951253774
-0.010539642513470362,1.1682023038532792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,0,-0.8334964235449456,0.8185911181598573
-0.29524575225478167,-0.7177986440695067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,1,0.2987900152121666,-0.7163305622839413
0.10010847188524512,-0.18296255436005993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,False,False,False,1,0.20016144221548948,-0.058586683566934104
-1.8927767757699318e-05,0.21112719595216398,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1,-0.149302855903608,0.1492760879977443
0.012015550037036943,0.04223158867549658,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1,-0.021365965821848916,0.038358519643600084
0.15330468073078157,-0.8585449834667295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1,0.7154857590953833,-0.4986802004306535
0.11869168084195256,-0.5207537689133946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1,0.45215621372088344,-0.28430082893334657
0.006483144317100941,0.1829779280727194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1,-0.12480065843764901,0.13396920905771928
-0.2514120761660595,0.01408232079605202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,1,-0.18773288845894473,-0.16781747939947378
0.02591749261533699,1.2807993753710574,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,0,-0.8873354888846977,0.9239883584440398
0.06946745559021647,-0.07036548284228167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,False,False,False,1,0.09887681899886046,-0.0006350011596271297
-0.19466945339748748,-0.3800074295161719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,1,0.1310537397249059,-0.40635792089939815
0.012724832821643954,-0.3518581616367273,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True,False,False,1,0.25779910768680814,-0.23980347653151657
0.11755682838658124,-0.49260450103395015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1,0.4314492136510526,-0.26519875259719367
-0.03238555227937066,0.6896647499027215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,0,-0.510566665030746,0.46476657777233216
-0.13565712571817232,-0.436305965275061,1,1,4,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,2,0,1,0,0,0,6,0,2,1,0,1,0,0,0,0,0,1,True,False,False,1,0.21259083320653607,-0.4044389802297369
-0.21722464594799476,-0.07036548284228167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,1,-0.10384511011143407,-0.2033569302699154
-0.25878861712597384,-0.6052015725517284,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,1,0.2449509498724148,-0.6109333219997585
-0.2626187441628526,-0.633350840431173,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,1,0.26214717927482356,-0.6335461690033335
-0.07735408082346416,0.01408232079605202,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,True,False,False,1,-0.06465529963245716,-0.04473989057299004
-0.015220908891877747,-0.2955596258778382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1,0.19822940780990564,-0.21975502359645077
-0.3924174937459617,-0.1266640186011708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,True,1,-0.1879160843987779,-0.3670460573692231
-0.21452937136648784,-0.3800074295161719,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,1,0.11701065705521697,-0.42040100356908666
-0.2637535966182239,1.0274559644560564,0,3,0,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,0,-0.9130230365685208,0.5400191231063686
-0.30375714567006756,0.23927646383160853,0,0,7,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,False,False,True,1,-0.3839827476908434,-0.04559472738350067
0.14748856189700288,-0.5207537689133946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1,0.4725186835919322,-0.2639383590622984
-0.3752528503584685,0.01408232079605202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,1,-0.2753015396777904,-0.2553861306183169
0.01811538198465835,3.166800323293843,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,True,False,False,0,-2.226456473819656,2.2520754927099986
-0.0035886712243203374,-0.6052015725517284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1,0.4254045621779169,-0.43047970969426197
0.12379851689112426,-0.042216214962837104,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,False,False,False,1,0.11739014267080335,0.0576873989182984
-0.06302656857439981,-0.6896493761900621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1,0.44308923651118,-0.5322222645789492
0.10705944317439514,-0.7740971798283958,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,1,0.6230718234127043,-0.47166690689537993
-0.3473071086449468,2.7164120372227303,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,0,-2.166376583694066,1.6752101603398555
0.06861631624868786,-0.3518581616367273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,1,0.29732035462864703,-0.2002822295896789
-0.14501965847498657,-0.7177986440695067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,False,True,False,1,0.4050159048350276,-0.6101046726610836
0.02478264015996567,-0.5770523046722839,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,False,False,1,0.4255615706459094,-0.39051362482028634
-0.04713863419919982,-0.26741035799839363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,True,False,False,1,0.15575562960205674,-0.22241972539831514
-0.23311258032319526,3.110501787534954,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,False,False,True,0,-2.364292393185237,2.034621420532455
-0.23424743277856658,0.04223158867549658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,1,-0.19550019092599108,-0.13577570546053666
-0.10615096187851498,2.068978875995505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,0,-1.5380490583218938,1.3879289283743936
0.10010847188524512,-0.042216214962837104,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1,0.10063875120053144,0.04093600744802702
-0.10033484304473628,-0.21111182223950448,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,3,0,1,0,False,True,False,1,0.07833115318797831,-0.22022604900042472
-0.2078621131911805,-0.633350840431173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,1,0.3008659643498228,-0.5948273839283355
-0.2409146909538739,-0.6052015725517284,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,1,0.2575897242751346,-0.598294547597039
-0.09905813403244336,-0.436305965275061,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,1,0.2384702284121055,-0.37855958502416825
0.07287201295633043,5.953577843358855,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,0,-4.158286970840826,4.261343559881227
-0.20318084681277312,-0.8585449834667295,0,0,2,0,2,0,0,0,0,0,0,2,2,0,1,2,3,0,3,1,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,0,False,True,False,1,0.4634124251744682,-0.7507535343515609
-0.23197772786782345,-0.32370889375728273,3,0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1,1,1,0,0,0,0,0,1,False,False,True,1,0.06486372944657874,-0.39292977836575677
-0.2241756172371448,0.04223158867549658,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,1,-0.18837834185779156,-0.1286538563923374
0.15103497582003894,-0.8585449834667295,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,False,False,False,1,0.7138808353617048,-0.500285124164332
0.1432328651893603,-0.8022464477078404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,False,False,False,1,0.6685548336212009,-0.465992973092868
0.11372670134970246,-0.7740971798283958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,1,0.6277862868803856,-0.46695244342769876
-0.12246446592447928,1.1963515717327238,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,0,-0.9325437633649697,0.7593528547458196
0.018540951655422657,0.7459632856616106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,0,-0.5143652651623128,0.5405861304527319
-1.3022854498400172,-0.8585449834667295,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,1,-0.3137718928594565,-1.5279378523854614
0.0037878697355939943,0.1829779280727194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,1,-0.12670650537139236,0.132063362123976
-0.1794908018068945,2.772710572981619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,True,False,0,-2.087521611541178,1.8336832853047071
0.1832364142412037,-0.8585449834667295,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,2,0,1,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,False,False,False,1,0.7366506908332717,-0.4775152686927657
